,date,title_translate,title,searchCount,rank,words_list,"Coron-Related ( 1 yes, 0 not ) "
2040,2020/02/10,Beijing there are seven cases discharged from hospital,北京又有7例出院,0,41,"['北京', '又', '有', '7', '例', '出院']",
2041,2020/02/10,The White House requested the investigation of viral origin,白宫要求查病毒起源,0,42,"['白宫', '要求', '查', '病毒', '起源']",
2042,2020/02/10,Now many false negative cases,多地现假阴性病例,0,43,"['多地', '现假', '阴性', '病例']",
2043,2020/02/10,Jet Li's eldest daughter photograph,李连杰大女儿近照,0,44,"['李连杰', '大', '女儿', '近照']",
2044,2020/02/10,Shanghai unit of aggregation epidemic,上海单位聚集性疫情,0,45,"['上海', '单位', '聚集', '性', '疫情']",
2045,2020/02/10,Hairdryer sterilize masks,吹风机可给口罩消毒,0,46,"['吹风', '风机', '吹风机', '可', '给', '口罩', '消毒']",
2046,2020/02/10,"Dropped 500,000 turned away",扔下50万转身就走,0,47,"['扔下', '50', '万', '转身', '就', '走']",
2047,2020/02/10,Jinjiang Duwang sound families,晋江毒王家属发声,0,48,"['晋江', '毒', '王家', '属', '发声']",
2048,2020/02/10,The new crown is a slip of the tongue Department of SARS,新冠属SARS系口误,0,49,"['新冠属', 'SARS', '系', '口误']",
2049,2020/02/10,Japan 70 cases diagnosed Cruise,日本邮轮确诊70例,0,50,"['日本', '邮轮', '确诊', '70', '例']",
2050,2020/02/11,13 Express to resume operations,13家快递恢复运营,0,1,"['13', '家', '快递', '恢复', '运营']",
2051,2020/02/11,Hairdryer sterilize masks,吹风机可给口罩消毒,0,2,"['吹风', '风机', '吹风机', '可', '给', '口罩', '消毒']",
2052,2020/02/11,Full critically ill patients admitted to hospital in Wuhan,武汉重症患者全入院,0,3,"['武汉', '重症', '患者', '全', '入院']",
2053,2020/02/11,1.1 billion loss exposure sea fishing,曝海底捞损失11亿,0,4,"['曝', '海底', '捞', '损失', '11', '亿']",
2054,2020/02/11,Australia floods Storm lead off fires,澳暴雨灭山火引洪涝,0,5,"['澳', '暴雨', '灭', '山火', '引', '洪涝']",
2055,2020/02/11,Tang Fei three families infection,唐一菲三位家人感染,0,6,"['唐一菲', '三位', '家人', '感染']",
2056,2020/02/11,Vanessa then made a long article,瓦妮莎再发长文,0,7,"['瓦妮', '莎', '再', '发', '长文']",
2057,2020/02/11,Wuhan diagnosed return 42 days,武汉返乡42天后确诊,0,8,"['武汉', '返乡', '42', '天后', '确诊']",
2058,2020/02/11,Nigeria now unknown disease,尼日利亚现不明疾病,0,9,"['日利', '利亚', '尼日利亚', '现', '不明', '疾病']",
2059,2020/02/11,Hubei cumulative confirmed over thirty thousand,湖北累计确诊超三万,0,10,"['湖北', '累计', '确诊', '超', '三万']",
2060,2020/02/11,Wuhan over one thousand cases of infection in health care,武汉医护感染超千例,0,11,"['武汉', '医护', '感染', '超', '千例']",
2061,2020/02/11,Hubei new non-fall of six days,非湖北新增连降六天,0,12,"['非', '湖北', '新增', '连降', '六天']",
2062,2020/02/11,WHO's epidemic alert issued,世卫组织发疫情警告,0,13,"['世卫', '组织', '发', '疫情', '警告']",
2063,2020/02/11,Brazil found a mysterious virus,巴西发现神秘病毒,0,14,"['巴西', '发现', '神秘', '病毒']",
2064,2020/02/11,Guan respond deserter evaluation,管轶回应逃兵评价,0,15,"['管轶', '回应', '逃兵', '评价']",
2065,2020/02/11,Lu Lu photograph skinny,李小璐近照骨瘦如柴,0,16,"['李小璐', '近照', '骨瘦如柴']",
2066,2020/02/11,Huanggang cadres died in fight against SARS,黄冈抗疫干部去世,0,17,"['黄冈', '抗疫', '干部', '去世']",
2067,2020/02/11,Doctors are bitten by infected patients,医生被感染患者咬伤,0,18,"['医生', '被', '感染', '患者', '咬伤']",
2068,2020/02/11,Zhong Nanshan talk about the epidemic peak,钟南山谈疫情峰值,0,19,"['南山', '钟南山', '谈', '疫情', '峰值']",
2069,2020/02/11,Wuhan frontline emergency supplies,武汉一线物资告急,0,20,"['武汉', '一线', '物资', '告急']",
2070,2020/02/11,Britain is now super-spreaders,英国现超级传播者,0,21,"['英国', '现', '超级', '传播', '传播者']",
2071,2020/02/11,Huanggang 1.3 million people now fever,黄冈现1.3万人发热,0,22,"['黄冈', '现', '1.3', '万人', '发热']",
2072,2020/02/11,Chinese women's football ahead of qualifying,中国女足提前出线,0,23,"['中国', '女足', '中国女足', '提前', '出线']",
2073,2020/02/11,17 consecutive days in asymptomatic patients,连续17天无症状患者,0,24,"['连续', '17', '天', '症状', '无症状', '患者']",
2074,2020/02/11,Hubei relatives live steal stay 7,偷留7湖北亲属居住,0,25,"['偷留', '7', '湖北', '亲属', '居住']",
2075,2020/02/11,Turpan City earthquake,新疆吐鲁番市地震,0,26,"['新疆', '鲁番', '吐鲁番', '吐鲁番市', '地震']",
2076,2020/02/11,Jinyintan president to talk about cure,金银潭院长谈特效药,0,27,"['金银', '潭', '院长', '谈', '特效', '特效药']",
2077,2020/02/11,National epidemic downward trend,全国疫情呈下降趋势,0,28,"['全国', '疫情', '呈', '下降', '趋势']",
2078,2020/02/11,WHO experts arrived in China,WHO专家抵达中国,0,29,"['WHO', '专家', '抵达', '中国']",
2079,2020/02/11,There are 160 million people will return to post,将有1.6亿人返岗,0,30,"['将', '有', '1.6', '亿人', '返岗']",
2080,2020/02/11,Hubei second field battle begin,湖北第二场决战开始,0,31,"['湖北', '第二', '二场', '第二场', '决战', '开始']",
2081,2020/02/11,On the 200 business people are isolated,企业谈200人被隔离,0,32,"['企业', '谈', '200', '人', '被', '隔离']",
2082,2020/02/11,South Korean Embassy hanging banners,韩国驻华使馆挂横幅,0,33,"['韩国', '驻华', '使馆', '驻华使馆', '挂', '横幅']",
2083,2020/02/11,Hubei new non-fall of 7 days,非湖北新增连降7天,0,34,"['非', '湖北', '新增', '连降', '7', '天']",
2084,2020/02/11,Cadres four short notice does not return Kong,干部四接通知不返岗,0,35,"['干部', '四接', '通知', '不', '返岗']",
2085,2020/02/11,LG China headquarters building for sale,LG出售中国总部大楼,0,36,"['LG', '出售', '中国', '总部', '大楼']",
2086,2020/02/11,Wuhan investigation rate of 99%,武汉排查率达99%,0,37,"['武汉', '排查', '率达', '99%']",
2087,2020/02/11,Li Chen Studio rumor,李晨工作室辟谣,0,38,"['李晨', '工作', '工作室', '辟谣']",
2088,2020/02/11,Experts talk about two seconds infection,专家谈2秒传染,0,39,"['专家', '谈', '2', '秒', '传染']",
2089,2020/02/11,Chengdu isolated whole building,成都整栋楼被隔离,0,40,"['成都', '整栋', '楼', '被', '隔离']",
2090,2020/02/11,Russian media comment on the US flu epidemic,俄媒评美国流感疫情,0,41,"['俄媒评', '美国', '流感', '疫情']",
2091,2020/02/11,Sea fishing to respond to customer confirmed,海底捞回应顾客确诊,0,42,"['海底', '捞回', '应', '顾客', '确诊']",
2092,2020/02/11,Incubation period of 24 days is just one example,24天潜伏期只是个例,0,43,"['24', '天', '潜伏', '潜伏期', '只是', '个例']",
2093,2020/02/11,Wuhan district closed management,武汉小区封闭管理,0,44,"['武汉', '小区', '封闭', '管理']",
2094,2020/02/11,16 days asymptomatic cases,连续16天无症状病例,0,45,"['连续', '16', '天', '症状', '无症状', '病例']",
2095,2020/02/11,41 charter flights arrived in Wuhan,41架包机抵达武汉,0,46,"['41', '架', '包机', '抵达', '武汉']",
2096,2020/02/11,Shaanxi high-speed rail cleaning staff confirmed,陕西高铁保洁员确诊,0,47,"['陕西', '高铁', '保洁', '保洁员', '确诊']",
2097,2020/02/11,Shandong is now the first case of deaths,山东现首例死亡病例,0,48,"['山东', '现', '首例', '死亡', '病例']",
2098,2020/02/11,Raytheon Hill received 86 people,雷神山已接收86人,0,49,"['雷', '神山', '已', '接收', '86', '人']",
2099,2020/02/11,Hubei genuine counterpart support table,对口支援湖北正版表,0,50,"['对口', '支援', '湖北', '正版', '表']",
2100,2020/02/12,Huanggang 1.3 million people now fever,黄冈现1.3万人发热,0,1,"['黄冈', '现', '1.3', '万人', '发热']",
2101,2020/02/12,Britain is now super-spreaders,英国现超级传播者,0,2,"['英国', '现', '超级', '传播', '传播者']",
2102,2020/02/12,Large network roll-class site,大型网课翻车现场,0,3,"['大型', '网课', '翻车', '现场']",
2103,2020/02/12,Huludao a business explosion,葫芦岛一企业爆炸,0,4,"['葫芦', '葫芦岛', '一', '企业', '爆炸']",
2104,2020/02/12,The epidemic is expected to end by April,疫情有望4月前结束,0,5,"['疫情', '有望', '4', '月', '前', '结束']",
2105,2020/02/12,"Zhong Nanshan, tearful talk about Li Wenliang",钟南山含泪谈李文亮,0,6,"['南山', '钟南山', '含泪', '谈', '李文亮']",
2106,2020/02/12,Yellowstone two community leaders resign,黄石两社区干部辞职,0,7,"['黄石', '两', '社区', '干部', '辞职']",
2107,2020/02/12,Samsung S20 released,三星S20正式发布,0,8,"['三星', 'S20', '正式', '发布']",
2108,2020/02/12,10 days 20 Housing Enterprise Bankruptcy,10天20家房企破产,0,9,"['10', '天', '20', '家房', '企', '破产']",
2109,2020/02/12,Independent upright broom truth,扫帚独立竖立真相,0,10,"['扫帚', '独立', '竖立', '真相']",
2110,2020/02/12,Bryant Gigi body had been buried,科比Gigi遗体已安葬,0,11,"['科比', 'Gigi', '遗体', '已', '安葬']",
2111,2020/02/12,19 of 11 people diagnosed with eating hot pot,19人吃火锅11人确诊,0,12,"['19', '人', '火锅', '吃火锅', '11', '人', '确诊']",
2112,2020/02/12,Sea fishing to respond to customer confirmed,海底捞回应顾客确诊,0,13,"['海底', '捞回', '应', '顾客', '确诊']",
2113,2020/02/12,Hefei issued an emergency notice,合肥发布紧急公告,0,14,"['合肥', '发布', '紧急', '公告']",
2114,2020/02/12,MLM-induced cell closure surrendered,小区封闭致传销自首,0,15,"['小区', '封闭', '致', '传销', '自首']",
2115,2020/02/12,Nanjing is now 49 district cases,南京49个小区现病例,0,16,"['南京', '49', '个', '小区', '现', '病例']",
2116,2020/02/12,New cases decreased 48.2%,新增确诊下降48.2%,0,17,"['新增', '确诊', '下降', '48.2%']",
2117,2020/02/12,"Ministry of Education, in response to the college entrance examination postponed",教育部回应高考推迟,0,18,"['教育', '教育部', '回应', '高考', '推迟']",
2118,2020/02/12,Russia finished donate materials left,俄罗斯捐完物资就走,0,19,"['罗斯', '俄罗斯', '捐完', '物资', '就', '走']",
2119,2020/02/12,Epidemic is now three positive changes,疫情现3个积极变化,0,20,"['疫情', '现', '3', '个', '积极', '变化']",
2120,2020/02/12,Persuaded to return the vehicle will be allowed to,不得擅自劝返车辆,0,21,"['不得', '擅自', '劝返', '车辆']",
2121,2020/02/12,2020 will be a cold wave struck,2020首个寒潮将来袭,0,22,"['2020', '首个', '寒潮', '将来', '袭']",
2122,2020/02/12,Beijing will welcome local Blizzard,北京将迎局地暴雪,0,23,"['北京', '将', '迎', '局地', '暴雪']",
2123,2020/02/12,Li Zi Meng bow to read my statement,李梓萌低头念稿,0,24,"['李梓萌', '低头', '念稿']",
2124,2020/02/12,Wuhan Vice Mayor behind the scenes interviews,约谈武汉副市长幕后,0,25,"['约', '谈', '武汉', '副', '市长', '幕后']",
2125,2020/02/12,Wuhan frontline emergency supplies,武汉一线物资告急,0,26,"['武汉', '一线', '物资', '告急']",
2126,2020/02/12,WHO named the new crown virus,世卫命名新冠病毒,0,27,"['世卫', '命名', '新冠', '病毒']",
2127,2020/02/12,NASA responded Li broom challenge,NASA回应立扫把挑战,0,28,"['NASA', '回应', '立', '扫把', '挑战']",
2128,2020/02/12,Xie Na airborne Wuhan health care group,谢娜空降武汉医护群,0,29,"['谢娜', '空降', '武汉', '医护', '群']",
2129,2020/02/12,Gan Wei Ti out of divorce proceedings,甘薇提出离婚诉讼,0,30,"['甘薇', '提出', '离婚', '诉讼']",
2130,2020/02/12,Money is turned over 2.7 billion respond,回应27亿善款被上缴,0,31,"['回应', '27', '亿', '善款', '被', '上缴']",
2131,2020/02/12,Wang Yuan was questioned smokes too much,王源被质疑烟吸太多,0,32,"['王源', '被', '质疑', '烟', '太多', '吸太多']",
2132,2020/02/12,Wuchang District apologize to the patient,武昌区向患者道歉,0,33,"['武昌', '武昌区', '向', '患者', '道歉']",
2133,2020/02/12,5.2 earthquake occurred in Japan,日本发生5.2级地震,0,34,"['日本', '发生', '5.2', '级', '地震']",
2134,2020/02/12,WHO's epidemic alert issued,世卫组织发疫情警告,0,35,"['世卫', '组织', '发', '疫情', '警告']",
2135,2020/02/12,Hubei second field battle begin,湖北第二场决战开始,0,36,"['湖北', '第二', '二场', '第二场', '决战', '开始']",
2136,2020/02/12,Experts talk about two seconds infection,专家谈2秒传染,0,37,"['专家', '谈', '2', '秒', '传染']",
2137,2020/02/12,MA Xiao was approved as a martyr,马小龙被批准为烈士,0,38,"['马', '小龙', '被', '批准', '为', '烈士']",
2138,2020/02/12,Honghu Lake in Hubei fined a pharmacy,湖北洪湖一药房被罚,0,39,"['湖北', '洪湖', '一', '药房', '被', '罚']",
2139,2020/02/12,Lu Lu photograph skinny,李小璐近照骨瘦如柴,0,40,"['李小璐', '近照', '骨瘦如柴']",
2140,2020/02/12,National epidemic downward trend,全国疫情呈下降趋势,0,41,"['全国', '疫情', '呈', '下降', '趋势']",
2141,2020/02/12,Hubei notification issued closed cell,湖北发封闭小区通知,0,42,"['湖北', '发', '封闭', '小区', '通知']",
2142,2020/02/12,Wuhan diagnosed return 42 days,武汉返乡42天后确诊,0,43,"['武汉', '返乡', '42', '天后', '确诊']",
2143,2020/02/12,Brazil found a mysterious virus,巴西发现神秘病毒,0,44,"['巴西', '发现', '神秘', '病毒']",
2144,2020/02/12,Zhong Nanshan talk about the epidemic peak,钟南山谈疫情峰值,0,45,"['南山', '钟南山', '谈', '疫情', '峰值']",
2145,2020/02/12,Wuhan over one thousand cases of infection in health care,武汉医护感染超千例,0,46,"['武汉', '医护', '感染', '超', '千例']",
2146,2020/02/12,Sa Beining love for his wife and children,撒贝宁妻子示爱儿女,0,47,"['撒', '贝宁', '妻子', '示爱', '儿女']",
2147,2020/02/12,Baibuting closed city of Wuhan on the 20th,武汉百步亭封城20日,0,48,"['武汉', '百步', '百步亭', '封城', '20', '日']",
2148,2020/02/12,Hangzhou nine people were publicized,杭州9人被公示,0,49,"['杭州', '9', '人', '被', '公示']",
2149,2020/02/12,US media on China office mode,美媒评中国办公模式,0,50,"['美媒评', '中国', '办公', '模式']",
2150,2020/02/13,Li Zi Meng bow to read my statement,李梓萌低头念稿,0,1,"['李梓萌', '低头', '念稿']",
2151,2020/02/13,Hubei plans to build a hospital emergency,湖北将再建应急医院,0,2,"['湖北', '将', '再', '建', '应急', '医院']",
2152,2020/02/13,2020 will be a cold wave struck,2020首个寒潮将来袭,0,3,"['2020', '首个', '寒潮', '将来', '袭']",
2153,2020/02/13,Lifted home quarantine after diagnosis,居家隔离解除后确诊,0,4,"['居家', '隔离', '解除', '后', '确诊']",
2154,2020/02/13,Virus or related Rhinolophus,病毒或与菊头蝠有关,0,5,"['病毒', '或', '与', '菊头蝠', '有关']",
2155,2020/02/13,Hubei new surge interpretation,湖北新增暴涨解读,0,6,"['湖北', '新增', '暴涨', '解读']",
2156,2020/02/13,The official response to loud noise Quzhou,官方回应衢州巨响,0,7,"['官方', '回应', '衢州', '巨响']",
2157,2020/02/13,Ying Yong secretary of Hubei Provincial Committee,应勇任湖北省委书记,0,8,"['应勇任', '湖北', '省委', '湖北省', '湖北省委', '书记']",
2158,2020/02/13,Wuhan party secretary Wang Zhonglin,武汉市委书记王忠林,0,9,"['武汉', '市委', '书记', '市委书记', '王忠林']",
2159,2020/02/13,Hubei continue to delay return to work,湖北继续延迟复工,0,10,"['湖北', '继续', '延迟', '复工']",
2160,2020/02/13,Chongqing is now four generations of infections,重庆现四代感染病例,0,11,"['重庆', '现', '四代', '感染', '病例']",
2161,2020/02/13,Experts talk about the epidemic of smoking,专家谈疫情期抽烟,0,12,"['专家', '谈', '疫情', '期', '抽烟']",
2162,2020/02/13,Hubei new non-fall of 9 days,非湖北新增连降9天,0,13,"['非', '湖北', '新增', '连降', '9', '天']",
2163,2020/02/13,Wuhan is not to find out the number of infections,武汉感染人数未摸清,0,14,"['武汉', '感染', '人数', '未', '摸清']",
2164,2020/02/13,7.0 earthquake in the Kuril Islands,千岛群岛7.0级地震,0,15,"['千岛', '群岛', '千岛群岛', '7.0', '级', '地震']",
2165,2020/02/13,5.2 earthquake occurred in Japan,日本发生5.2级地震,0,16,"['日本', '发生', '5.2', '级', '地震']",
2166,2020/02/13,Epidemic is now three positive changes,疫情现3个积极变化,0,17,"['疫情', '现', '3', '个', '积极', '变化']",
2167,2020/02/13,"Ministry of Education, in response to the college entrance examination postponed",教育部回应高考推迟,0,18,"['教育', '教育部', '回应', '高考', '推迟']",
2168,2020/02/13,The United States put the world's largest fireworks,美国放全球最大烟花,0,19,"['美国', '放', '全球', '最大', '烟花']",
2169,2020/02/13,Women are diagnosed detection 5,女子检测5次被确诊,0,20,"['女子', '检测', '5', '次', '被', '确诊']",
2170,2020/02/13,Liaoning will meet strong snowfall,辽宁将迎强降雪天气,0,21,"['辽宁', '将', '迎强', '降雪', '天气']",
2171,2020/02/13,Wuhan residents heard a loud noise,武汉居民听到巨响,0,22,"['武汉', '居民', '听到', '巨响']",
2172,2020/02/13,Experts found that the specter of human genes,专家发现幽灵人基因,0,23,"['专家', '发现', '幽灵', '人', '基因']",
2173,2020/02/13,US media on China office mode,美媒评中国办公模式,0,24,"['美媒评', '中国', '办公', '模式']",
2174,2020/02/13,Beijing will welcome local Blizzard,北京将迎局地暴雪,0,25,"['北京', '将', '迎', '局地', '暴雪']",
2175,2020/02/13,Wuchang District apologize to the patient,武昌区向患者道歉,0,26,"['武昌', '武昌区', '向', '患者', '道歉']",
2176,2020/02/13,New cases decreased 48.2%,新增确诊下降48.2%,0,27,"['新增', '确诊', '下降', '48.2%']",
2177,2020/02/13,Millet first online conference,小米首次线上发布会,0,28,"['小米', '首次', '线上', '发布', '发布会']",
2178,2020/02/13,New World Little Red Coat identity,新世界小红袄身份,0,29,"['世界', '新世界', '小红袄', '身份']",
2179,2020/02/13,Xie Na airborne Wuhan health care group,谢娜空降武汉医护群,0,30,"['谢娜', '空降', '武汉', '医护', '群']",
2180,2020/02/13,Nanjing is now 49 district cases,南京49个小区现病例,0,31,"['南京', '49', '个', '小区', '现', '病例']",
2181,2020/02/13,The epidemic is expected to end by April,疫情有望4月前结束,0,32,"['疫情', '有望', '4', '月', '前', '结束']",
2182,2020/02/13,Russia finished donate materials left,俄罗斯捐完物资就走,0,33,"['罗斯', '俄罗斯', '捐完', '物资', '就', '走']",
2183,2020/02/13,Lillard exit All-Star,利拉德退出全明星,0,34,"['利', '拉德', '退出', '明星', '全明星']",
2184,2020/02/13,Vulcan Mountain patients admitted to breaking one thousand,火神山收治患者破千,0,35,"['火神', '山', '收治', '患者', '破千']",
2185,2020/02/13,19 of 11 people diagnosed with eating hot pot,19人吃火锅11人确诊,0,36,"['19', '人', '火锅', '吃火锅', '11', '人', '确诊']",
2186,2020/02/13,10 days 20 Housing Enterprise Bankruptcy,10天20家房企破产,0,37,"['10', '天', '20', '家房', '企', '破产']",
2187,2020/02/13,"Zhong Nanshan, tearful talk about Li Wenliang",钟南山含泪谈李文亮,0,38,"['南山', '钟南山', '含泪', '谈', '李文亮']",
2188,2020/02/13,Hangzhou nine people were publicized,杭州9人被公示,0,39,"['杭州', '9', '人', '被', '公示']",
2189,2020/02/13,Bryant's last message,科比生前最后短信,0,40,"['科比', '生前', '最后', '短信']",
2190,2020/02/13,Huanggang 1.3 million people now fever,黄冈现1.3万人发热,0,41,"['黄冈', '现', '1.3', '万人', '发热']",
2191,2020/02/13,Ge Hui Jie Wang Feng issued innuendo,葛荟婕发文暗讽汪峰,0,42,"['葛荟婕', '发文', '暗讽', '汪峰']",
2192,2020/02/13,"Ministry of Education, in response to the employment situation",教育部回应就业形势,0,43,"['教育', '教育部', '回应', '就业', '形势']",
2193,2020/02/13,60 suspended over the city selling,超60城暂停卖房,0,44,"['超', '60', '城', '暂停', '卖房']",
2194,2020/02/13,Hefei issued an emergency notice,合肥发布紧急公告,0,45,"['合肥', '发布', '紧急', '公告']",
2195,2020/02/13,Jacqueline Wong Liwan Hong sound,黄心颖黎万宏发声,0,46,"['黄心颖黎', '万宏', '发声']",
2196,2020/02/13,Zhangwan implementation of wartime control,张湾区实施战时管制,0,47,"['湾区', '张湾区', '实施', '战时', '管制']",
2197,2020/02/13,A concealed whole building is isolated,一户瞒报全楼被隔离,0,48,"['一户', '瞒报', '全楼', '被', '隔离']",
2198,2020/02/13,Honghu Lake in Hubei fined a pharmacy,湖北洪湖一药房被罚,0,49,"['湖北', '洪湖', '一', '药房', '被', '罚']",
2199,2020/02/13,Bryant Gigi body had been buried,科比Gigi遗体已安葬,0,50,"['科比', 'Gigi', '遗体', '已', '安葬']",
2200,2020/02/14,The official response to 1 yuan masks,官方回应1元口罩,0,1,"['官方', '回应', '1', '元', '口罩']",
2201,2020/02/14,7.0 earthquake in the Kuril Islands,千岛群岛7.0级地震,0,2,"['千岛', '群岛', '千岛群岛', '7.0', '级', '地震']",
2202,2020/02/14,Wuhan is not to find out the number of infections,武汉感染人数未摸清,0,3,"['武汉', '感染', '人数', '未', '摸清']",
2203,2020/02/14,Wuhan residents heard a loud noise,武汉居民听到巨响,0,4,"['武汉', '居民', '听到', '巨响']",
2204,2020/02/14,Experts found that the specter of human genes,专家发现幽灵人基因,0,5,"['专家', '发现', '幽灵', '人', '基因']",
2205,2020/02/14,Rehabilitation plasma treatment 11,康复者血浆治疗11人,0,6,"['康复', '康复者', '血浆', '治疗', '11', '人']",
2206,2020/02/14,170 million migrant workers back to the city,1.7亿农民工返城,0,7,"['1.7', '亿', '农民', '民工', '农民工', '返城']",
2207,2020/02/14,Hubei new non-fall of 10 days,非湖北新增连降10天,0,8,"['非', '湖北', '新增', '连降', '10', '天']",
2208,2020/02/14,Fever fear found in possession of small trees,发烧怕发现藏小树林,0,9,"['发烧', '怕', '发现', '藏', '小树', '树林', '小树林']",
2209,2020/02/14,3000 villages no infection,3000人村庄无人感染,0,10,"['3000', '人', '村庄', '无人', '感染']",
2210,2020/02/14,"1,716 cases diagnosed medical personnel",医务人员确诊1716例,0,11,"['医务', '人员', '医务人员', '确诊', '1716', '例']",
2211,2020/02/14,Shanghai a patient plasma treatment,沪一患者将血浆治疗,0,12,"['沪', '一', '患者', '将', '血浆', '治疗']",
2212,2020/02/14,Pneumonia No. 1 officially announced,肺炎1号正式公布,0,13,"['肺炎', '1', '号', '正式', '公布']",
2213,2020/02/14,Hospital school people were dismissed,校医院多人被免职,0,14,"['校医', '医院', '校医院', '多人', '被', '免职']",
2214,2020/02/14,Chongqing is now four generations of infections,重庆现四代感染病例,0,15,"['重庆', '现', '四代', '感染', '病例']",
2215,2020/02/14,A dinner seven full-infection,一家7口聚餐全感染,0,16,"['一家', '7', '口', '聚餐', '全', '感染']",
2216,2020/02/14,Experts talk about the epidemic of smoking,专家谈疫情期抽烟,0,17,"['专家', '谈', '疫情', '期', '抽烟']",
2217,2020/02/14,Beijing closed a number of high-speed,北京多条高速封闭,0,18,"['北京', '多条', '高速', '封闭']",
2218,2020/02/14,Lou Yi Xiao and Hu Fei farewell,娄艺潇与胡一菲告别,0,19,"['娄艺潇', '与', '胡一菲', '告别']",
2219,2020/02/14,Hubei new non-fall of 9 days,非湖北新增连降9天,0,20,"['非', '湖北', '新增', '连降', '9', '天']",
2220,2020/02/14,Hubei's first plasma donors,湖北首位血浆捐献者,0,21,"['湖北', '首位', '血浆', '捐献', '捐献者']",
2221,2020/02/14,Experts on the risk of a mask with valve,专家谈带阀口罩风险,0,22,"['专家', '谈带阀', '口罩', '风险']",
2222,2020/02/14,The Batman style,新蝙蝠侠造型,0,23,"['新', '蝙蝠', '蝙蝠侠', '造型']",
2223,2020/02/14,Shanghai patient isolation caused 55 people,上海患者致55人隔离,0,24,"['上海', '患者', '致', '55', '人', '隔离']",
2224,2020/02/14,The official response to loud noise Quzhou,官方回应衢州巨响,0,25,"['官方', '回应', '衢州', '巨响']",
2225,2020/02/14,Hubei continue to delay return to work,湖北继续延迟复工,0,26,"['湖北', '继续', '延迟', '复工']",
2226,2020/02/14,Japan's first appearance deaths,日本首现死亡病例,0,27,"['日本', '首现', '死亡', '病例']",
2227,2020/02/14,"Hubei confirmed a total of over 50,000",湖北确诊累计超5万,0,28,"['湖北', '确诊', '累计', '超', '5', '万']",
2228,2020/02/14,Robert Shaw naturalization China,罗伯特萧入籍中国,0,29,"['罗伯特', '萧', '入籍', '中国']",
2229,2020/02/14,Yuan Longping donate 200 tons of rice,袁隆平捐200吨大米,0,30,"['袁隆平', '捐', '200', '吨', '大米']",
2230,2020/02/14,Hubei new surge interpretation,湖北新增暴涨解读,0,31,"['湖北', '新增', '暴涨', '解读']",
2231,2020/02/14,A couple dozen medical personnel sentenced,夫妻打防疫人员被判,0,32,"['夫妻', '打', '防疫', '人员', '被判']",
2232,2020/02/14,Ge Hui Jie Wang Feng issued innuendo,葛荟婕发文暗讽汪峰,0,33,"['葛荟婕', '发文', '暗讽', '汪峰']",
2233,2020/02/14,South America is now the largest in the history of shell,南美现史上最大龟壳,0,34,"['南美', '现史', '上', '最大', '龟壳']",
2234,2020/02/14,Retrograde who love the fight against SARS,抗疫逆行者的爱情,0,35,"['抗疫', '逆', '行者', '的', '爱情']",
2235,2020/02/14,Song Yi denied that do not fit epidemic prevention,宋轶否认不配合防疫,0,36,"['宋轶', '否认', '不', '配合', '防疫']",
2236,2020/02/14,Australia and the fire was finally extinguished,澳洲大火终于熄灭,0,37,"['澳洲', '大火', '终于', '熄灭']",
2237,2020/02/14,Lifted home quarantine after diagnosis,居家隔离解除后确诊,0,38,"['居家', '隔离', '解除', '后', '确诊']",
2238,2020/02/14,Calls for the rehabilitation of patients donate plasma,呼吁康复患者捐血浆,0,39,"['呼吁', '康复', '患者', '捐', '血浆']",
2239,2020/02/14,5.2 earthquake occurred in Japan,日本发生5.2级地震,0,40,"['日本', '发生', '5.2', '级', '地震']",
2240,2020/02/14,Japanese quarantine officer wipe infection,日本检疫官擦汗感染,0,41,"['日本', '检疫', '官', '擦汗', '感染']",
2241,2020/02/14,Bieber contributions to China,比伯为中国捐款,0,42,"['比伯为', '中国', '捐款']",
2242,2020/02/14,Liaoning will meet strong snowfall,辽宁将迎强降雪天气,0,43,"['辽宁', '将', '迎强', '降雪', '天气']",
2243,2020/02/14,The United States put the world's largest fireworks,美国放全球最大烟花,0,44,"['美国', '放', '全球', '最大', '烟花']",
2244,2020/02/14,Women are diagnosed detection 5,女子检测5次被确诊,0,45,"['女子', '检测', '5', '次', '被', '确诊']",
2245,2020/02/14,Hubei plans to build a hospital emergency,湖北将再建应急医院,0,46,"['湖北', '将', '再', '建', '应急', '医院']",
2246,2020/02/14,Li Zi Meng bow to read my statement,李梓萌低头念稿,0,47,"['李梓萌', '低头', '念稿']",
2247,2020/02/14,"Ministry of Education, in response to the college entrance examination postponed",教育部回应高考推迟,0,48,"['教育', '教育部', '回应', '高考', '推迟']",
2248,2020/02/14,Beijing will welcome local Blizzard,北京将迎局地暴雪,0,49,"['北京', '将', '迎', '局地', '暴雪']",
2249,2020/02/14,Inflatable clothing worn doctor giraffe,穿长颈鹿充气服看病,0,50,"['穿', '长颈', '长颈鹿', '充气', '服', '看病']",
2250,2020/02/15,Yuan Longping donate 200 tons of rice,袁隆平捐200吨大米,0,1,"['袁隆平', '捐', '200', '吨', '大米']",
2251,2020/02/15,Shanghai patient isolation caused 55 people,上海患者致55人隔离,0,2,"['上海', '患者', '致', '55', '人', '隔离']",
2252,2020/02/15,Hospital school people were dismissed,校医院多人被免职,0,3,"['校医', '医院', '校医院', '多人', '被', '免职']",
